Entity,Code,Year,Renewables (% equivalent primary energy)
Asia,,1976,5.395175457000732
Asia,,1977,4.973343849182129
Asia,,1978,4.8990020751953125
Asia,,1979,5.030862808227539
Asia,,1980,5.401125907897949
Asia,,1981,5.707388877868652
Asia,,1982,5.710594177246094
Asia,,1983,5.696269512176514
Asia,,1984,5.314929008483887
Asia,,1985,5.35189151763916
Asia,,1986,5.188940525054932
Asia,,1987,5.080799579620361
Asia,,1988,5.439732551574707
Asia,,1989,5.326009750366211
Asia,,1990,5.332828998565674
Asia,,1991,5.191641807556152
Asia,,1992,5.006854057312012
Asia,,1993,5.318292617797852
Asia,,1994,5.057206630706787
Asia,,1995,5.2637858390808105
Asia,,1996,5.012627124786377
Asia,,1997,4.887909412384033
Asia,,1998,5.174960136413574
Asia,,1999,4.922501564025879
Asia,,2000,4.9022626876831055
Asia,,2001,5.0715131759643555
Asia,,2002,4.974641799926758
Asia,,2003,4.775404930114746
Asia,,2004,5.084468364715576
